id,trait,model,chr,position,mean_marker_variance,population,method,study,interval_left,interval_right,count,model_count,study_count,trait_count,method_count,population_count
38,UCD,2011,3,55.8000545,11.2174180648761,cnj02,scanone,self,50.640052,60.960057,1,1,1,1,1,1
189,UTBM,2011,10,27.735025,11.2052582462905,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
46,UCLP,2011,5,47.545033000000004,11.181010116897,cnj02,scanone,self,44.740029,50.350037,1,1,1,1,1,1
149+351,UNS,all-years+2013,3,89.975077,11.176531270341702,cnj02,scanone+stepwiseqtl,self,87.550075,92.400079,2,2,1,1,2,1
365,PAC,2012,11,15.625017,11.1575252113639,cnj02,stepwiseqtl,self,11.070014,20.18002,1,1,1,1,1,1
241,UBW,all-years,6,2.685005,11.1504103393938,cnj02,stepwiseqtl,self,0.900002,4.470008,1,1,1,1,1,1
305,UKUX,2012,8,55.595057499999996,11.1321675341423,cnj02,stepwiseqtl,self,53.140055,58.05006,1,1,1,1,1,1
320,MFM,2011,3,45.15005,11.1205298412921,cnj02,stepwiseqtl,self,43.300049,47.000051,1,1,1,1,1,1
339,UNAF,2011,11,62.720076999999996,11.1188114992007,cnj02,stepwiseqtl,self,60.900076,64.540078,1,1,1,1,1,1
210,BBISFY,all-years,3,51.590053,11.1178505772837,cnj02,stepwiseqtl,self,47.000051,56.180055,1,1,1,1,1,1
370,PFR,2012,7,18.9150265,11.1060728006331,cnj02,stepwiseqtl,self,16.770023,21.06003,1,1,1,1,1,1
314,UDM,2012,2,44.7550415,11.092475018584,cnj02,stepwiseqtl,self,42.11004,47.400043,1,1,1,1,1,1
13,BBITBM,all-years,4,25.7300275,11.070054203355,cnj02,scanone,self,18.580019,32.880036,1,1,1,1,1,1
6,BBITY,all-years,6,73.0050955,11.048202233896,cnj02,scanone,self,66.770091,79.2401,1,1,1,1,1,1
64,UKEC,2012,3,55.8000545,11.044537153987,cnj02,scanone,self,50.640052,60.960057,1,1,1,1,1,1
197+429,ULvW,2012,10,50.915054,11.0386087317536,cnj02,scanone+stepwiseqtl,self,49.030052,52.800056,2,1,1,1,2,1
224,UBL,2013,10,44.480046,10.9872437491472,cnj02,stepwiseqtl,self,43.210044,45.750048,1,1,1,1,1,1
102,UKUX,2013,5,79.965069,10.9265730749759,cnj02,scanone,self,76.390065,83.540073,1,1,1,1,1,1
120,MFM,2013,2,62.7350735,10.8981643848179,cnj02,scanone,self,58.160066,67.310081,1,1,1,1,1,1
104+306+103,UKUX,all-years+2011,9,81.065072,10.897355407375066,cnj02,scanone+stepwiseqtl,self,77.91007,84.220074,3,2,1,1,2,1
250,Brix,2013,12,56.095039,10.8819602922428,cnj02,stepwiseqtl,self,54.960038,57.23004,1,1,1,1,1,1
213,BBITY,2012,8,36.865034,10.8813622198813,cnj02,stepwiseqtl,self,32.640033,41.090035,1,1,1,1,1,1
289,UKSO,all-years,2,74.7500855,10.8770796772687,cnj02,stepwiseqtl,self,67.310081,82.19009,1,1,1,1,1,1
311,UKUY,2011,8,56.7400595,10.8682498832951,cnj02,stepwiseqtl,self,54.640058,58.840061,1,1,1,1,1,1
109,UKUY,2012,5,50.975038,10.8603179778482,cnj02,scanone,self,44.740029,57.210047,1,1,1,1,1,1
399,TA,2011,2,6.5450085,10.8461962027829,cnj02,stepwiseqtl,self,5.060007,8.03001,1,1,1,1,1,1
276+77,UKLvW,all-years,2,71.350084,10.7551972933462,cnj02,scanone+stepwiseqtl,self,67.310081,75.390087,2,1,1,1,2,1
316,UDM,2013,3,36.720037000000005,10.7396304582273,cnj02,stepwiseqtl,self,35.340034,38.10004,1,1,1,1,1,1
245,UBW,all-years,11,40.560048,10.7209735705327,cnj02,stepwiseqtl,self,38.070045,43.050051,1,1,1,1,1,1
199,UMFM,all-years,6,28.695034,10.6916867146468,cnj02,scanone,self,21.610025,35.780043,1,1,1,1,1,1
343,UNB,all-years,10,9.845008,10.6868041862861,cnj02,stepwiseqtl,self,2.960002,16.730014,1,1,1,1,1,1
153,UNS,2012,11,25.250027,10.6779760921613,cnj02,scanone,self,20.18002,30.320034,1,1,1,1,1,1
203,UL,2011,4,20.375019,10.6486052650737,cnj02,scanone,self,17.250016,23.500022,1,1,1,1,1,1
369,PFR,2011,7,8.795011500000001,10.6448203285032,cnj02,stepwiseqtl,self,5.950009,11.640014,1,1,1,1,1,1
424,ULvW,2011,4,56.200060500000006,10.6408182101632,cnj02,stepwiseqtl,self,50.140058,62.260063,1,1,1,1,1,1
361+155,UNS,all-years,12,73.2500555,10.637649939293599,cnj02,scanone+stepwiseqtl,self,70.730053,75.770058,2,1,1,1,2,1
231,UBM,2012,3,55.760054499999995,10.6267911697197,cnj02,stepwiseqtl,self,52.940053,58.580056,1,1,1,1,1,1
392,SFY,2012,7,0.895002,10.6061529470593,cnj02,stepwiseqtl,self,0.0,1.790004,1,1,1,1,1,1
62,UKEC,2013,2,71.09008449999999,10.5577544317065,cnj02,scanone,self,63.78008,78.400089,1,1,1,1,1,1
60,UCLS,2013,9,59.760051000000004,10.5153134027819,cnj02,scanone,self,55.290045,64.230057,1,1,1,1,1,1
332,UNAB,all-years,7,62.655081499999994,10.4870093792322,cnj02,stepwiseqtl,self,60.620079,64.690084,1,1,1,1,1,1
284+286,UKLvW,all-years+2011,11,29.350033500000002,10.4091648272748,cnj02,stepwiseqtl,self,28.380033,30.320034,2,2,1,1,1,1
308,UKUX,2011,11,26.460029,10.3987461058658,cnj02,stepwiseqtl,self,24.540025,28.380033,1,1,1,1,1,1
194,TY,all-years,8,19.160019,10.3953189643978,cnj02,scanone,self,13.160013,25.160025,1,1,1,1,1,1
391,SFY,2011,3,28.120026000000003,10.3645827132713,cnj02,stepwiseqtl,self,26.570025,29.670027,1,1,1,1,1,1
88+290,UKSO,all-years,3,36.0650355,10.32303379827025,cnj02,scanone+stepwiseqtl,self,35.940035,36.190036,2,1,1,1,2,1
352+353,UNS,all-years+2011,5,90.16507899999999,10.31764264088265,cnj02,stepwiseqtl,self,89.920078,90.41008,2,2,1,1,1,1
412,UTBM,2012,6,24.100027,10.2782032077253,cnj02,stepwiseqtl,self,21.610025,26.590029,1,1,1,1,1,1
134,UNAB,2013,8,7.3250075,10.2700990029535,cnj02,scanone,self,0.0,14.650015,1,1,1,1,1,1
129,MFM,2013,11,38.0250445,10.2593928720832,cnj02,scanone,self,37.360043,38.690046,1,1,1,1,1,1
337,UNAF,2013,9,77.6500685,10.1931521525365,cnj02,stepwiseqtl,self,75.260066,80.040071,1,1,1,1,1,1
220,UBL,2012,3,56.950055,10.1920246764931,cnj02,stepwiseqtl,self,52.940053,60.960057,1,1,1,1,1,1
19,UBL,2012,9,3.975004,10.1612109113796,cnj02,scanone,self,1.130001,6.820007,1,1,1,1,1,1
14,BBITBM,2012,9,79.74007,10.1553105422594,cnj02,scanone,self,75.260066,84.220074,1,1,1,1,1,1
2,BBISFY,all-years,10,80.2300775,10.144213490906,cnj02,scanone,self,76.350075,84.11008,1,1,1,1,1,1
221,UBL,all-years,3,46.9700505,10.1214016390518,cnj02,stepwiseqtl,self,43.300049,50.640052,1,1,1,1,1,1
248,Brix,2013,4,36.875042,10.0802684772121,cnj02,stepwiseqtl,self,29.890034,43.86005,1,1,1,1,1,1
117,UDM,2012,10,27.735025,10.068266570462,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
335,UNAB,2013,12,44.5550265,10.0554870636078,cnj02,stepwiseqtl,self,42.810024,46.300029,1,1,1,1,1,1
