method,trait,chr,model,position,nearest_marker,qtl_lod,marker_variance,interval_left,interval_right,population,study,id,count
scanone,UCLP,5,2011,47.120032,bin_5@47.12cM_scaffold_19438_3420,9.24934563757634,11.181010116897,44.740029,50.350037,cnj02,self,46,
scanone,UCLP,5,all-years,23.960013,bin_5@23.96cM_scaffold_27901_2456,10.3376167121776,13.7687071228222,22.38001,25.480016,cnj02,self,47,
scanone,UCLP,7,2011,34.800045,bin_7@34.8cM_SCF112540,15.1154283175419,19.8905692676324,25.820039,38.260048,cnj02,self,48,
scanone,UCLP,7,all-years,29.450041,bin_7@29.45cM_scaffold_76080_956,11.9080001921649,16.2230816758865,25.820039,32.730043,cnj02,self,49,
scanone,UCLP,10,2011,52.800056,bin_10@52.8cM_scaffold_4545_1974,10.7625550574296,13.2954747039798,47.54005,61.460062,cnj02,self,50,
scanone,UCLP,11,2013,64.540078,bin_11@64.54cM_scaffold_2406_6866,10.742997861057,11.4099182228618,58.35007,69.830084,cnj02,self,51,
scanone,UCLS,1,2011,41.320035,bin_1@41.32cM_scaffold_36632_1209,23.6080513571708,20.6816738820705,37.460031,45.780038,cnj02,self,52,
scanone,UCLS,2,2013,52.480053,bin_2@52.48cM_scaffold_27196_4009,13.6451509432718,13.866623331608,43.420042,57.450062,cnj02,self,53,
scanone,UCLS,3,2011,28.640026,bin_3@28.64cM_scaffold_13388_3745,14.5087749536823,11.0994251195677,26.260024,37.130039,cnj02,self,54,
scanone,UCLS,3,2012,39.270043,bin_3@39.27cM_scaffold_18760_4623,18.3147745866874,20.8060833259097,36.190036,43.050048,cnj02,self,55,
scanone,UCLS,3,all-years,62.220058,bin_3@62.22cM_scaffold_20885_4545,14.657691224403,17.91194416753,54.230054,66.320061,cnj02,self,56,
scanone,UCLS,4,2013,29.890034,bin_4@29.89cM_scaffold_195_14929,12.4524689441842,12.4063873414867,26.790028,35.060042,cnj02,self,57,
scanone,UCLS,5,2012,35.86002,bin_5@35.86cM_scaffold_25615_186,14.2127302511681,15.06683764736,31.090019,38.150022,cnj02,self,58,
scanone,UCLS,6,2012,81.930107,bin_6@81.93cM_scaffold_33952_482,12.1646108913656,12.464082641868,76.680099,84.40011,cnj02,self,59,
scanone,UCLS,9,2013,58.28005,bin_9@58.28cM_scaffold_184159_239,10.8390407374528,10.5153134027819,55.290045,64.230057,cnj02,self,60,
scanone,UCLS,11,2011,37.360043,bin_11@37.36cM_scaffold_155461_120,18.0608261368902,14.5585554895824,31.230035,38.690046,cnj02,self,61,
scanone,UKEC,2,2013,67.310081,bin_2@67.31cM_scaffold_3191_5626,7.63884593593333,10.5577544317065,63.78008,78.400089,cnj02,self,62,
scanone,UKEC,3,2011,36.190036,bin_3@36.19cM_scaffold_6553_5632,17.8376871509478,13.6682835001962,28.640026,39.510044,cnj02,self,63,
scanone,UKEC,3,2012,52.940053,bin_3@52.94cM_scaffold_14059_5352,10.0945658068524,11.044537153987,50.640052,60.960057,cnj02,self,64,
scanone,UKEC,3,all-years,29.670027,bin_3@29.67cM_scaffold_42014_1292,13.639172039898,12.9339568906913,28.640026,32.77003,cnj02,self,65,
scanone,UKEC,5,2012,60.97005,bin_5@60.97cM_scaffold_1210_954,13.9269785028813,16.2338134474589,57.210047,67.620056,cnj02,self,66,
scanone,UKEC,8,2011,58.05006,bin_8@58.05cM_scaffold_126870_338,18.4632845185071,14.2795891317505,51.220049,58.840061,cnj02,self,67,
scanone,UKEC,8,2012,51.74005,bin_8@51.74cM_scaffold_34921_1026,11.7372133539665,13.1932242738246,47.650044,54.640058,cnj02,self,68,
scanone,UKEC,8,all-years,58.05006,bin_8@58.05cM_scaffold_126870_338,12.4857798245751,11.6435337629839,54.640058,58.840061,cnj02,self,69,
scanone,UKEC,9,2011,81.240073,bin_9@81.24cM_scaffold_4532_4509,21.3468897791819,17.2368874679232,80.040071,84.220074,cnj02,self,70,
scanone,UKEC,9,2013,85.400076,bin_9@85.4cM_scaffold_3471_6487,11.4499403152061,16.8410942979648,81.240073,87.090078,cnj02,self,71,
scanone,UKEC,9,all-years,80.040071,bin_9@80.04cM_ct154206,13.8324301095166,13.1541942314623,70.500063,84.220074,cnj02,self,72,
scanone,UKEC,11,2011,38.070045,bin_11@38.07cM_scaffold_7181_4242,15.2843818759465,11.2792210284383,28.380033,38.690046,cnj02,self,73,
scanone,UKEC,11,2012,43.470052,bin_11@43.47cM_scaffold_5369_8651,12.1889985197776,13.803700326716,37.360043,46.900054,cnj02,self,74,
scanone,UKEC,11,2013,20.18002,bin_11@20.18cM_scaffold_72495_1231,13.090159911512,19.783270903864,11.070014,23.010022,cnj02,self,75,
scanone,UKEC,11,all-years,20.18002,bin_11@20.18cM_scaffold_72495_1231,14.180879239182,13.5542479321144,17.250019,21.880021,cnj02,self,76,
scanone,UKLvW,2,all-years,74.700085,bin_2@74.7cM_scaffold_47218_1068,10.0855176131159,11.1614966858292,63.78008,75.390087,cnj02,self,77,
scanone,UKLvW,3,2011,36.190036,bin_3@36.19cM_scaffold_6553_5632,13.9083952417379,17.0522720640582,28.640026,39.270043,cnj02,self,78,
scanone,UKLvW,3,2012,30.230028,bin_3@30.23cM_scaffold_36500_3209,10.2835604738894,12.074937513763,28.640026,32.77003,cnj02,self,79,
scanone,UKLvW,3,all-years,29.670027,bin_3@29.67cM_scaffold_42014_1292,14.1224280318697,16.5687262328281,28.640026,34.750032,cnj02,self,80,
scanone,UKLvW,5,2012,60.97005,bin_5@60.97cM_scaffold_1210_954,11.451024947507,13.7062212619778,58.470049,68.530057,cnj02,self,81,
scanone,UKLvW,8,2011,51.74005,bin_8@51.74cM_scaffold_34921_1026,14.0288560999338,17.2301939553719,50.160048,58.840061,cnj02,self,82,
scanone,UKLvW,8,all-years,58.05006,bin_8@58.05cM_scaffold_126870_338,12.683423122672,14.5722769388812,54.640058,58.840061,cnj02,self,83,
scanone,UKLvW,9,2011,81.240073,bin_9@81.24cM_scaffold_4532_4509,11.7106069336488,13.9071633024818,80.040071,84.220074,cnj02,self,84,
scanone,UKLvW,9,2013,88.510082,bin_9@88.51cM_scaffold_17431_1305,7.2089340336649,12.4803158758773,81.240073,89.860084,cnj02,self,85,
scanone,UKLvW,9,all-years,80.890072,bin_9@80.89cM_scaffold_32504_717,12.2344670017574,13.9653497020401,75.260066,84.220074,cnj02,self,86,
scanone,UKSO,1,2011,78.60007,bin_1@78.6cM_scaffold_29336_265,21.1086835199772,13.5239671872572,74.280063,81.390071,cnj02,self,87,
scanone,UKSO,3,all-years,37.130039,bin_3@37.13cM_scaffold_158866_55,9.38610095676913,10.1164804477428,35.940035,45.51005,cnj02,self,88,
scanone,UKSO,11,2011,46.900054,bin_11@46.9cM_scaffold_91186_478,17.0503088815395,10.2830552750413,44.640053,50.060056,cnj02,self,89,
scanone,UKSO,12,2012,49.400033,bin_12@49.4cM_scaffold_40948_2457,22.8712659441756,17.4592088193656,46.97003,58.930042,cnj02,self,90,
scanone,UKTO,2,2013,87.960099,bin_2@87.96cM_scaffold_90528_1718,8.91152091933845,11.9438888395159,84.190092,91.660106,cnj02,self,91,
scanone,UKTO,3,2013,34.780033,bin_3@34.78cM_scaffold_2087_7048,10.9348862962482,15.1489317077715,32.77003,36.190036,cnj02,self,92,
scanone,UKTO,4,2012,28.130031,bin_4@28.13cM_scaffold_45191_576,8.54673570130599,10.9296313593095,25.550025,32.320035,cnj02,self,93,
scanone,UKTO,9,2011,55.290045,bin_9@55.29cM_scaffold_49889_117,13.4832896582756,17.3117495435904,44.630038,58.28005,cnj02,self,94,
scanone,UKTO,9,all-years,65.720058,bin_9@65.72cM_scaffold_5384_8241,9.33491278684664,12.5906533395569,59.170052,70.500063,cnj02,self,95,
scanone,UKTO,11,2011,20.18002,bin_11@20.18cM_scaffold_72495_1231,9.61436393040873,11.6740980533285,17.250019,21.880021,cnj02,self,96,
scanone,UKTO,12,2012,54.960038,bin_12@54.96cM_scaffold_2841_5173,10.0512681760972,13.1729005615407,50.470034,57.590041,cnj02,self,97,
scanone,UKUX,2,2012,52.480053,bin_2@52.48cM_scaffold_27196_4009,19.3053693492545,16.7875342432739,43.420042,58.090065,cnj02,self,98,
scanone,UKUX,2,all-years,49.390047,bin_2@49.39cM_scaffold_77675_473,19.5505602844109,14.1637564139279,48.260045,52.480053,cnj02,self,99,
scanone,UKUX,3,2011,29.670027,bin_3@29.67cM_scaffold_42014_1292,21.9881298279578,27.5354264496563,28.640026,32.77003,cnj02,self,100,
scanone,UKUX,3,all-years,29.670027,bin_3@29.67cM_scaffold_42014_1292,28.8332545760695,24.0562563515808,28.640026,32.77003,cnj02,self,101,
scanone,UKUX,5,2013,78.180067,bin_5@78.18cM_scaffold_12152_1265,8.68188861103701,10.9265730749759,76.390065,83.540073,cnj02,self,102,
scanone,UKUX,9,2011,81.240073,bin_9@81.24cM_scaffold_4532_4509,9.77563538031087,10.2305642996726,75.260066,84.220074,cnj02,self,103,
scanone,UKUX,9,all-years,81.240073,bin_9@81.24cM_scaffold_4532_4509,16.3282919231912,11.2775354593161,77.91007,84.220074,cnj02,self,104,
scanone,UKUX,11,2013,38.070045,bin_11@38.07cM_scaffold_7181_4242,13.8851172788704,19.0383402790063,37.210042,38.690046,cnj02,self,105,
scanone,UKUY,2,2012,37.130033,bin_2@37.13cM_SCF73288,29.5056201298804,23.0258351099282,29.370029,39.720036,cnj02,self,106,
scanone,UKUY,3,2011,30.260029,bin_3@30.26cM_scaffold_90420_584,13.8005361730214,12.8879611085637,20.75002,34.750032,cnj02,self,107,
scanone,UKUY,3,all-years,30.260029,bin_3@30.26cM_scaffold_90420_584,12.8618181208005,10.8697921444007,28.640026,33.360031,cnj02,self,108,
scanone,UKUY,5,2012,54.270044,bin_5@54.27cM_SCF101878,17.2345519030832,10.8603179778482,44.740029,57.210047,cnj02,self,109,
scanone,UKUY,9,2011,8.810009,bin_9@8.81cM_scaffold_14290_5672,17.2002036486081,16.8844393528821,4.840006,11.64001,cnj02,self,110,
scanone,UKUY,11,2011,17.250019,bin_11@17.25cM_scaffold_26864_4373,14.5379106260871,13.723434014191,8.660012,21.880021,cnj02,self,111,
scanone,UKUY,11,all-years,17.250019,bin_11@17.25cM_scaffold_26864_4373,16.5583821669414,14.7711671797225,8.660012,20.18002,cnj02,self,112,
scanone,UDM,1,2012,32.870022,bin_1@32.87cM_scaffold_5152_276,15.1774460737389,12.5184627892955,29.040015,39.760032,cnj02,self,113,
scanone,UDM,3,2011,34.750032,bin_3@34.75cM_scaffold_113156_448,18.9952581985885,12.8474013467026,33.360031,36.490037,cnj02,self,114,
scanone,UDM,5,2012,45.18003,bin_5@45.18cM_scaffold_6777_7504,15.7889654414284,13.1573480433882,41.750026,48.310035,cnj02,self,115,
scanone,UDM,7,2011,52.940068,bin_7@52.94cM_scaffold_196647_142,19.5059291213746,13.2935981204298,51.970065,55.500073,cnj02,self,116,
scanone,UDM,10,2012,28.270022,bin_10@28.27cM_scaffold_62514_950,12.717992595513,10.068266570462,21.51002,33.96003,cnj02,self,117,
scanone,UDM,12,2012,44.600028,bin_12@44.6cM_scaffold_84682_293,14.8915203629699,12.2238870882247,43.510027,48.760031,cnj02,self,118,
scanone,UDM,12,2013,62.070045,bin_12@62.07cM_scaffold_91065_486,13.6902934687627,11.3709865846983,57.590041,67.24005,cnj02,self,119,
scanone,MFM,2,2013,61.230072,bin_2@61.23cM_scaffold_1182_9666,17.2981948034332,10.8981643848179,58.160066,67.310081,cnj02,self,120,
scanone,MFM,3,2011,36.490037,bin_3@36.49cM_scaffold_3243_9538,12.8679080424827,12.0418170569171,35.340034,45.51005,cnj02,self,121,
scanone,MFM,3,2012,39.270043,bin_3@39.27cM_scaffold_18760_4623,14.96443846107,15.2529482329658,33.360031,43.050048,cnj02,self,122,
scanone,MFM,3,2013,36.190036,bin_3@36.19cM_scaffold_6553_5632,24.6888851055055,17.6680447157928,35.340034,39.270043,cnj02,self,123,
scanone,MFM,3,all-years,45.51005,bin_3@45.51cM_scaffold_12440_4793,11.3384624727309,12.2480363366425,40.480045,50.640052,cnj02,self,124,
scanone,MFM,10,2012,29.810024,bin_10@29.81cM_scaffold_68094_1349,19.6066734328098,21.6203050436403,21.51002,33.96003,cnj02,self,125,
scanone,MFM,10,all-years,36.610037,bin_10@36.61cM_scaffold_42230_1280,19.3159134007254,23.4545477919812,33.96003,41.870043,cnj02,self,126,
scanone,MFM,11,2011,38.690046,bin_11@38.69cM_scaffold_75872_1322,15.7409451353554,15.3614076339764,28.380033,41.67005,cnj02,self,127,
scanone,MFM,11,2012,23.010022,bin_11@23.01cM_scaffold_101041_435,15.5532257673523,16.0105324498247,20.18002,31.230035,cnj02,self,128,
scanone,MFM,11,2013,38.070045,bin_11@38.07cM_scaffold_7181_4242,16.5044232935777,10.2593928720832,37.360043,38.690046,cnj02,self,129,
scanone,MFM,11,all-years,30.320034,bin_11@30.32cM_scaffold_28856_2095,11.5320204328618,12.4919410412748,27.990032,36.650037,cnj02,self,130,
scanone,UNAB,3,2011,35.340034,bin_3@35.34cM_scaffold_89673_809,29.9444992980684,20.2608594422767,34.780033,36.490037,cnj02,self,131,
scanone,UNAB,3,all-years,35.340034,bin_3@35.34cM_scaffold_89673_809,27.777148842902,30.6668941826996,33.360031,36.490037,cnj02,self,132,
scanone,UNAB,7,2011,34.800045,bin_7@34.8cM_SCF112540,25.4480394638596,16.0648310735435,29.450041,38.260048,cnj02,self,133,
scanone,UNAB,8,2013,2.380003,bin_8@2.38cM_scaffold_1656_11289,8.89547956670278,10.2700990029535,0.0,14.650015,cnj02,self,134,
scanone,UNAB,9,2013,87.090078,bin_9@87.09cM_scaffold_57514_1484,11.3389010011106,13.6254421968175,87.010077,89.290083,cnj02,self,135,
scanone,UNAB,12,2011,54.110036,bin_12@54.11cM_scaffold_47570_2090,19.4401843421345,11.2077286918261,50.470034,54.960038,cnj02,self,136,
scanone,UNAF,11,2011,46.900054,bin_11@46.9cM_scaffold_91186_478,12.602895564425,16.6330171386898,38.070045,51.800059,cnj02,self,137,
scanone,UNAF,11,all-years,14.050015,bin_11@14.05cM_scaffold_57381_722,19.3001519471237,31.0432027948296,8.300011,20.18002,cnj02,self,138,
scanone,UNB,1,all-years,30.570019,bin_1@30.57cM_SCF43220,11.8860889762651,11.4440024527391,23.210008,32.270021,cnj02,self,139,
scanone,UNB,5,2011,65.400055,bin_5@65.4cM_scaffold_25855_3062,15.6704092539277,14.2361835072794,61.250051,72.210058,cnj02,self,140,
scanone,UNB,11,2011,46.900054,bin_11@46.9cM_scaffold_91186_478,25.5731460513454,26.9503632501716,44.640053,50.060056,cnj02,self,141,
scanone,UNB,11,all-years,43.470052,bin_11@43.47cM_scaffold_5369_8651,25.1991104072606,29.569846753912,41.67005,47.620055,cnj02,self,142,
scanone,UN0,3,2013,38.950042,bin_3@38.95cM_scaffold_10536_5013,19.0484640224831,18.4799649739146,37.130039,41.080046,cnj02,self,143,
scanone,UN0,12,2013,54.390037,bin_12@54.39cM_scaffold_70077_1397,12.9295798274671,11.3153542975672,50.470034,56.660039,cnj02,self,144,
scanone,UNP,1,all-years,58.280049,bin_1@58.28cM_scaffold_23359_736,9.41052882896041,10.6581446239044,55.020044,60.76005,cnj02,self,145,
scanone,UNP,3,2012,54.230054,bin_3@54.23cM_scaffold_52119_1893,16.5958699409345,12.6616161197207,50.640052,60.960057,cnj02,self,146,
scanone,UNP,11,2013,31.230035,bin_11@31.23cM_scaffold_62302_445,18.9186854911234,23.5938873757101,28.380033,35.390036,cnj02,self,147,
scanone,UNP,11,all-years,23.860023,bin_11@23.86cM_scaffold_101041_374,18.6971515201837,24.2471128482473,20.18002,26.670027,cnj02,self,148,
scanone,UNS,3,all-years,85.170073,bin_3@85.17cM_scaffold_15806_2166,8.92449199683637,10.0918342481096,80.010069,92.400079,cnj02,self,149,
scanone,UNS,7,2011,52.200066,bin_7@52.2cM_scaffold_16505_2368,15.1530877293266,15.10696472578,46.010056,55.500073,cnj02,self,150,
scanone,UNS,7,2012,49.580058,bin_7@49.58cM_scaffold_11351_6036,12.7287773008127,14.3951148960696,41.730049,49.93006,cnj02,self,151,
scanone,UNS,10,2012,28.150021,bin_10@28.15cM_scaffold_173749_80,12.7770709845225,14.4613084070885,21.51002,33.96003,cnj02,self,152,
scanone,UNS,11,2012,24.400024,bin_11@24.4cM_scaffold_613_15422,9.89328875827286,10.6779760921613,20.18002,30.320034,cnj02,self,153,
scanone,UNS,12,2013,62.750047,bin_12@62.75cM_scaffold_121110_433,17.2822017705414,14.5821054025945,56.660039,64.380049,cnj02,self,154,
scanone,UNS,12,all-years,73.570056,bin_12@73.57cM_scaffold_23173_4257,9.79976111002448,11.2210790863502,70.730053,75.770058,cnj02,self,155,
scanone,PAC,2,2012,43.420042,bin_2@43.42cM_scaffold_1741_1883,13.2750005438774,11.6525623597101,39.720036,48.260045,cnj02,self,156,
scanone,PAC,7,2013,57.320076,bin_7@57.32cM_scaffold_31844_2897,21.615944918147,20.3643564043877,55.500073,62.02008,cnj02,self,157,
scanone,PAC,11,2012,44.640053,bin_11@44.64cM_scaffold_66939_1710,14.861242290314,13.394894715488,41.67005,53.000061,cnj02,self,158,
scanone,PAC,12,2011,48.760031,bin_12@48.76cM_scaffold_24404_4173,23.2100138452742,16.6535970653768,43.510027,57.23004,cnj02,self,159,
scanone,PFR,11,2011,38.070045,bin_11@38.07cM_scaffold_7181_4242,14.7627324495913,16.6743564708557,30.320034,38.690046,cnj02,self,160,
scanone,PFR,11,2013,37.200041,bin_11@37.2cM_scaffold_95332_586,15.1317950393011,17.0525482494734,31.230035,38.070045,cnj02,self,161,
scanone,PFR,11,all-years,30.320034,bin_11@30.32cM_scaffold_28856_2095,21.4044750269182,29.1004735504256,28.380033,31.230035,cnj02,self,162,
scanone,PFR,12,2013,40.53002,bin_12@40.53cM_scaffold_3092_8217,15.2557844416941,17.2280813577771,33.400018,46.300029,cnj02,self,163,
scanone,PFR,12,all-years,18.170011,bin_12@18.17cM_scaffold_104350_512,16.5891615282132,20.9933174993598,7.180005,20.860014,cnj02,self,164,
scanone,URB,1,2011,30.270018,bin_1@30.27cM_scaffold_156331_44,12.7949383794038,11.8917148286224,29.700016,33.690024,cnj02,self,165,
scanone,URB,1,2011,30.270018,bin_1@30.27cM_scaffold_156331_44,12.7949383794038,11.8917148286224,29.700016,33.690024,cnj02,self,166,
scanone,URB,1,2011,30.270018,bin_1@30.27cM_scaffold_156331_44,12.7949383794038,11.8917148286224,29.700016,33.690024,cnj02,self,167,
scanone,URB,11,2011,38.690046,bin_11@38.69cM_scaffold_75872_1322,15.8623388102043,15.4178557426856,37.500044,50.060056,cnj02,self,168,
scanone,URB,11,2011,38.690046,bin_11@38.69cM_scaffold_75872_1322,15.8623388102043,15.4178557426856,37.500044,50.060056,cnj02,self,169,
scanone,URB,11,2011,38.690046,bin_11@38.69cM_scaffold_75872_1322,15.8623388102043,15.4178557426856,37.500044,50.060056,cnj02,self,170,
scanone,USL,10,2013,18.530015,bin_10@18.53cM_scaffold_10669_2217,16.440134975565,12.2726464816991,12.58001,20.920017,cnj02,self,171,
scanone,SFY,7,2013,38.260048,bin_7@38.26cM_scaffold_48675_2016,15.9762836119359,12.346609174364,32.730043,44.800054,cnj02,self,172,
scanone,SFY,8,all-years,13.890014,bin_8@13.89cM_scaffold_32595_3575,10.8386423711866,13.4105059713301,10.910009,20.46002,cnj02,self,173,
scanone,SFY,11,2011,38.070045,bin_11@38.07cM_scaffold_7181_4242,17.8678115718901,11.9386313586538,37.210042,38.690046,cnj02,self,174,
scanone,SFY,11,2012,37.210042,bin_11@37.21cM_scaffold_38945_3027,16.3478758555398,20.14536219821,31.230035,44.640053,cnj02,self,175,
scanone,SFY,11,all-years,21.880021,bin_11@21.88cM_scaffold_1122_2182,10.6443969092763,13.1334388345989,17.250019,30.320034,cnj02,self,176,
scanone,SFY,12,2011,41.410021,bin_12@41.41cM_scaffold_68603_1565,17.0939256711809,11.2915103928626,33.400018,42.600023,cnj02,self,177,
scanone,SFY,12,2013,40.53002,bin_12@40.53cM_scaffold_3092_8217,24.6271736726776,22.0826012839234,33.400018,42.890025,cnj02,self,178,
scanone,SFY,12,all-years,42.600023,bin_12@42.6cM_scaffold_2038_8084,12.2469751994861,15.4640548752383,33.400018,46.300029,cnj02,self,179,
scanone,TA,2,2013,52.480053,bin_2@52.48cM_scaffold_27196_4009,14.2180031798919,11.547431901755,49.390047,56.670061,cnj02,self,180,
scanone,TA,2,all-years,52.480053,bin_2@52.48cM_scaffold_27196_4009,19.068595485333,11.5959627724189,47.790044,53.560056,cnj02,self,181,
scanone,TA,3,2013,32.77003,bin_3@32.77cM_scaffold_58370_1534,13.6588546701003,10.9903320831963,28.640026,35.940035,cnj02,self,182,
scanone,TA,5,2012,51.890042,bin_5@51.89cM_SCF46751,11.4156064276774,15.2387839247008,45.18003,56.140045,cnj02,self,183,
scanone,TA,11,2011,53.000061,bin_11@53cM_scaffold_51138_759,12.3559375609194,19.2426536664195,50.060056,54.780064,cnj02,self,184,
scanone,Tacy,3,2011,58.580056,bin_3@58.58cM_scaffold_42994_1177,22.6949338103574,40.3166828042753,50.640052,60.960057,cnj02,self,185,
scanone,Tacy,3,2012,52.940053,bin_3@52.94cM_scaffold_14059_5352,17.709293310134,19.0776983068476,50.640052,60.960057,cnj02,self,186,
scanone,Tacy,3,2013,54.230054,bin_3@54.23cM_scaffold_52119_1893,21.2934064448481,31.0971921033927,50.640052,60.960057,cnj02,self,187,
scanone,UTBM,1,2012,30.270018,bin_1@30.27cM_scaffold_156331_44,10.1008218628708,14.6670756838114,29.700016,35.260027,cnj02,self,188,
scanone,UTBM,10,2011,28.970023,bin_10@28.97cM_scaffold_54877_1023,12.3177943163757,11.2052582462905,21.51002,33.96003,cnj02,self,189,
scanone,UTBM,11,2011,40.340049,bin_11@40.34cM_scaffold_3947_9416,16.000109206751,15.3583530197361,38.070045,50.060056,cnj02,self,190,
scanone,UTBM,11,2012,37.210042,bin_11@37.21cM_scaffold_38945_3027,18.4556179483937,30.812854727095,28.380033,41.67005,cnj02,self,191,
scanone,UTBM,11,all-years,47.620055,bin_11@47.62cM_scaffold_33043_2724,14.471944544229,18.269647331866,38.690046,50.060056,cnj02,self,192,
scanone,TY,7,2013,33.150044,bin_7@33.15cM_scaffold_53332_313,15.6728952750798,12.0887793047859,32.420042,44.800054,cnj02,self,193,
scanone,TY,8,all-years,13.890014,bin_8@13.89cM_scaffold_32595_3575,9.47461869687439,10.3953189643978,13.160013,25.160025,cnj02,self,194,
scanone,TY,12,2012,63.060048,bin_12@63.06cM_scaffold_147305_234,13.5861645918798,13.6847828793051,54.960038,67.24005,cnj02,self,195,
scanone,TY,12,2013,42.810024,bin_12@42.81cM_scaffold_23451_2236,23.0272740616299,20.1429518255734,38.110019,46.300029,cnj02,self,196,
scanone,ULvW,10,2012,51.790055,bin_10@51.79cM_scaffold_6929_8428,7.4095317170834,11.8053742884196,43.210044,54.170057,cnj02,self,197,
scanone,ULvW,11,2012,30.320034,bin_11@30.32cM_scaffold_28856_2095,9.0667461969279,14.8393784728527,26.680028,38.690046,cnj02,self,198,
scanone,UMFM,6,all-years,30.540034,bin_6@30.54cM_scaffold_28511_3940,10.0118070706333,10.6916867146468,21.610025,35.780043,cnj02,self,199,
scanone,UMFM,10,2011,34.830031,bin_10@34.83cM_scaffold_140834_192,15.4240557934913,14.5236786211396,28.970023,38.400039,cnj02,self,200,
scanone,UMFM,11,2012,28.380033,bin_11@28.38cM_scaffold_115280_182,16.7437877027295,20.8153454427453,26.070026,39.200047,cnj02,self,201,
scanone,UMFM,11,all-years,38.070045,bin_11@38.07cM_scaffold_7181_4242,17.3883614244133,20.6748229473115,37.200041,43.050051,cnj02,self,202,
scanone,UL,4,2011,20.23002,bin_4@20.23cM_SCF140628,13.7384772274485,10.6486052650737,17.250016,23.500022,cnj02,self,203,
scanone,UL,4,2012,35.640043,bin_4@35.64cM_SCF154541,17.3470944559441,12.44745668944,27.060029,36.850044,cnj02,self,204,
scanone,UL,6,2012,34.290042,bin_6@34.29cM_scaffold_6969_6677,17.2939070604781,12.3981104697975,28.210033,40.50005,cnj02,self,205,
scanone,UL,6,all-years,43.530053,bin_6@43.53cM_scaffold_54808_1901,17.2633242557572,15.7357177003774,35.950044,45.600059,cnj02,self,206,
scanone,UL,9,2013,85.400076,bin_9@85.4cM_scaffold_3471_6487,21.3485344984404,23.0490886957586,84.220074,87.090078,cnj02,self,207,
scanone,UL,11,2011,46.900054,bin_11@46.9cM_scaffold_91186_478,18.9502016880537,15.8598358817148,41.67005,50.210057,cnj02,self,208,
stepwiseqtl,BBISFY,3,all-years,4.650002,bin_3@4.65cM_scaffold_17610_5409,20.1242007293373,11.8936349019293,1.16,7.030006,cnj02,self,209,
stepwiseqtl,BBISFY,3,all-years,52.940053,bin_3@52.94cM_scaffold_14059_5352,19.1010806825775,11.1178505772837,47.000051,56.180055,cnj02,self,210,
stepwiseqtl,BBISFY,11,all-years,30.320034,bin_11@30.32cM_scaffold_28856_2095,22.445543873333,13.7366135440644,27.520031,31.230035,cnj02,self,211,
stepwiseqtl,BBISFY,12,2012,57.23004,bin_12@57.23cM_scaffold_5160_1395,25.4132536451697,14.1877568312548,54.960038,57.590041,cnj02,self,212,
stepwiseqtl,BBITY,8,2012,36.230034,bin_8@36.23cM_scaffold_51424_477,39.6075238560943,10.8813622198813,32.640033,41.090035,cnj02,self,213,
stepwiseqtl,BBITY,11,2012,11.070014,bin_11@11.07cM_scaffold_12068_4942,45.286940490439,13.850441667815,9.570013,14.050015,cnj02,self,214,
stepwiseqtl,BBITY,11,2012,43.470052,bin_11@43.47cM_scaffold_5369_8651,41.150614689032,11.6368686548204,41.67005,44.640053,cnj02,self,215,
stepwiseqtl,BBITY,11,all-years,20.18002,bin_11@20.18cM_scaffold_72495_1231,24.0582820752258,15.7708579031811,17.250019,21.880021,cnj02,self,216,
stepwiseqtl,BBITY,12,2012,56.660039,bin_12@56.66cM_SCF116567,38.0799925384156,10.1683638852393,54.960038,57.23004,cnj02,self,217,
stepwiseqtl,BBITY,12,all-years,56.660039,bin_12@56.66cM_SCF116567,28.081513829469,19.578849761629,54.960038,57.590041,cnj02,self,218,
stepwiseqtl,BBITBM,2,all-years,57.670064,bin_2@57.67cM_scaffold_125738_231,35.260728722384,13.3615621575457,56.670061,58.160066,cnj02,self,219,
stepwiseqtl,UBL,3,2012,58.580056,bin_3@58.58cM_scaffold_42994_1177,28.4461946957658,10.1920246764931,52.940053,60.960057,cnj02,self,220,
stepwiseqtl,UBL,3,all-years,45.51005,bin_3@45.51cM_scaffold_12440_4793,32.5064295164187,10.1214016390518,43.300049,50.640052,cnj02,self,221,
stepwiseqtl,UBL,8,2013,20.980021,bin_8@20.98cM_36394_K70,23.7648496783526,11.0958431682373,17.460018,25.160025,cnj02,self,222,
stepwiseqtl,UBL,10,2012,52.800056,bin_10@52.8cM_scaffold_4545_1974,32.4084140687746,12.4689031815769,51.790055,54.170057,cnj02,self,223,
stepwiseqtl,UBL,10,2013,44.990047,bin_10@44.99cM_vm72062,23.6000363705703,10.9872437491472,43.210044,45.750048,cnj02,self,224,
stepwiseqtl,UBL,10,all-years,51.790055,bin_10@51.79cM_scaffold_6929_8428,34.7696101831556,11.2197712236468,50.000054,54.170057,cnj02,self,225,
stepwiseqtl,UBL,11,2013,30.320034,bin_11@30.32cM_scaffold_28856_2095,34.9413652453788,19.9257905124305,28.380033,31.230035,cnj02,self,226,
stepwiseqtl,UBBL,5,2011,47.720034,bin_5@47.72cM_scaffold_59748_765,33.2147223970836,13.2367964142775,47.120032,48.310035,cnj02,self,227,
